monthly_hours,TariffRate,electricity_bill
713,8.8,6274.400000000001
431,7.8,3361.8
642,8.1,5200.2
480,8.8,4224.0
308,9.2,2833.6
495,8.3,4108.5
428,7.6,3252.8
672,7.8,5241.599999999999
373,7.4,2760.2000000000003
529,7.7,4073.3
320,7.8,2496.0
393,8.5,3340.5
477,7.4,3529.8
425,9.1,3867.5
310,7.7,2387.0
386,7.6,2933.6
695,8.7,6046.499999999999
654,7.9,5166.6
515,8.5,4377.5
314,7.8,2449.2
310,7.4,2294.0
605,9.2,5566.0
410,9.3,3813.000000000001
694,8.4,5829.6
596,7.7,4589.2
336,7.9,2654.4
611,9.2,5621.2
468,8.5,3978.0
597,7.4,4417.8
781,8.1,6326.099999999999
335,8.1,2713.5
504,7.7,3880.8
420,8.4,3528.0
377,9.3,3506.1000000000004
586,8.4,4922.400000000001
404,8.7,3514.8
672,9.2,6182.4
692,7.9,5466.8
362,7.6,2751.2
444,9.1,4040.4
785,7.6,5966.0
471,9.2,4333.2
555,8.7,4828.5
402,8.5,3417.0
635,7.9,5016.5
457,7.4,3381.8
579,9.1,5268.9
676,8.4,5678.400000000001
701,7.4,5187.400000000001
439,7.8,3424.2
889,7.8,6934.2
357,8.7,3105.9
551,7.4,4077.4
743,8.9,6612.7
575,9.2,5290.0
367,7.6,2789.2
647,7.7,4981.900000000001
622,7.6,4727.2
530,9.3,4929.0
471,8.7,4097.7
437,8.4,3670.8
589,7.8,4594.2
474,7.6,3602.4
771,7.9,6090.900000000001
537,7.4,3973.8
391,8.4,3284.4
533,8.2,4370.599999999999
481,7.9,3799.9
501,9.1,4559.099999999999
246,8.9,2189.4
447,8.2,3665.4
779,9.1,7088.9
514,8.2,4214.799999999999
254,9.3,2362.2000000000003
556,9.2,5115.2
310,9.3,2883.0
550,8.3,4565.0
360,8.7,3131.9999999999995
522,7.7,4019.4
555,8.4,4662.0
612,7.9,4834.8
624,8.4,5241.6
229,8.4,1923.6
629,9.3,5849.700000000001
375,8.5,3187.5
684,7.4,5061.6
222,8.5,1887.0
452,8.5,3842.0
267,9.1,2429.7
669,9.1,6087.9
616,7.9,4866.400000000001
460,8.5,3910.0
557,9.3,5180.1
608,8.2,4985.599999999999
308,8.8,2710.4
819,8.2,6715.799999999999
706,8.2,5789.2
203,9.1,1847.3
273,8.9,2429.7000000000003
571,7.6,4339.599999999999
445,8.1,3604.5
328,8.2,2689.6
466,8.8,4100.8
710,7.4,5254.0
205,8.5,1742.5
592,8.7,5150.4
473,8.8,4162.400000000001
586,7.6,4453.599999999999
458,8.7,3984.6
540,7.4,3996.0
239,8.1,1935.9
495,8.1,4009.5
428,8.9,3809.2
506,8.2,4149.2
562,7.7,4327.400000000001
410,8.3,3403.0000000000005
688,9.2,6329.599999999999
615,8.1,4981.5
676,7.8,5272.8
605,8.9,5384.5
723,8.4,6073.2
343,8.2,2812.6
574,7.7,4419.8
542,9.2,4986.4
782,8.7,6803.4
578,8.4,4855.2
573,8.4,4813.2
469,8.7,4080.3
760,8.8,6688.000000000001
417,8.3,3461.1000000000004
433,8.2,3550.6
689,7.8,5374.2
346,7.9,2733.4
623,8.2,5108.599999999999
248,8.3,2058.4
495,7.9,3910.5
668,7.8,5210.4
492,7.7,3788.4
778,7.6,5912.799999999999
408,9.1,3712.8
858,8.4,7207.200000000001
377,7.8,2940.6
412,7.8,3213.6
690,8.9,6141.0
487,7.4,3603.8
443,9.3,4119.900000000001
481,8.8,4232.8
641,7.7,4935.7
346,7.6,2629.6
593,9.2,5455.599999999999
316,7.9,2496.4
585,8.7,5089.5
504,9.1,4586.4
334,8.4,2805.6
518,9.1,4713.8
714,8.3,5926.200000000001
651,8.1,5273.099999999999
515,8.2,4223.0
651,8.7,5663.7
698,7.6,5304.8
222,7.4,1642.8000000000002
387,8.7,3366.9
569,8.7,4950.299999999999
532,8.3,4415.6
580,7.7,4466.0
437,8.2,3583.4
443,8.8,3898.4
324,7.4,2397.6
707,8.5,6009.5
742,7.8,5787.599999999999
219,7.8,1708.2
773,9.2,7111.599999999999
534,8.1,4325.4
291,8.8,2560.8
568,8.1,4600.8
494,9.2,4544.799999999999
653,8.4,5485.2
304,7.8,2371.2
570,7.9,4503.0
681,8.9,6060.900000000001
443,8.2,3632.6
345,9.1,3139.5
926,8.5,7871.0
410,8.5,3485.0
571,7.7,4396.7
639,8.3,5303.700000000001
463,8.1,3750.3
638,7.8,4976.4
237,8.8,2085.6000000000004
419,7.8,3268.2
667,9.1,6069.7
393,9.2,3615.6
313,9.1,2848.3
547,8.5,4649.5
588,7.9,4645.2
586,7.9,4629.400000000001
671,8.9,5971.900000000001
629,9.2,5786.799999999999
798,9.2,7341.599999999999
591,8.4,4964.400000000001
430,7.4,3182.0
358,8.7,3114.6
336,7.4,2486.4
538,8.8,4734.400000000001
422,8.2,3460.4
455,7.6,3458.0
318,7.9,2512.2000000000003
174,8.8,1531.2
515,8.4,4326.0
573,7.9,4526.7
641,8.5,5448.5
603,8.3,5004.900000000001
273,7.8,2129.4
353,8.4,2965.2000000000003
272,8.8,2393.6000000000004
562,8.2,4608.4
538,8.2,4411.599999999999
556,7.7,4281.2
713,8.7,6203.099999999999
369,8.8,3247.2000000000003
434,9.3,4036.2
365,8.2,2992.9999999999995
475,7.9,3752.5
416,8.8,3660.8
800,7.7,6160.0
421,9.1,3831.1
492,7.4,3640.8
348,7.4,2575.2000000000003
309,8.5,2626.5
626,8.3,5195.8
471,7.7,3626.7
273,7.9,2156.7000000000003
424,8.9,3773.6
513,8.5,4360.5
501,8.9,4458.900000000001
476,8.3,3950.8
531,9.3,4938.3
613,7.6,4658.8
732,8.8,6441.6
299,8.9,2661.1
753,7.4,5572.2
279,7.7,2148.3
674,8.7,5863.799999999999
317,8.2,2599.4
397,8.5,3374.5
348,8.1,2818.8
311,7.6,2363.6
660,8.1,5346.0
591,7.8,4609.8
319,7.7,2456.3
500,8.2,4100.0
539,9.3,5012.700000000001
378,8.1,3061.8
667,8.3,5536.1
475,8.2,3895.0
721,8.9,6416.900000000001
404,8.2,3312.8
782,7.6,5943.2
565,9.1,5141.5
710,8.4,5964.0
351,8.2,2878.2
579,8.4,4863.6
722,9.3,6714.6
345,8.9,3070.5
360,8.5,3060.0
485,8.2,3977.0
377,7.7,2902.9
555,8.2,4551.0
454,9.1,4131.4
383,9.1,3485.3
761,9.3,7077.3
568,9.3,5282.400000000001
516,7.9,4076.4
738,8.7,6420.599999999999
646,9.2,5943.2
321,7.7,2471.7000000000003
739,8.9,6577.1
475,8.5,4037.5
435,9.3,4045.500000000001
386,7.9,3049.4
566,8.9,5037.400000000001
327,7.8,2550.6
499,8.8,4391.200000000001
540,8.4,4536.0
497,9.1,4522.7
598,7.7,4604.6
347,8.3,2880.1000000000004
365,8.4,3066.0
441,8.4,3704.4
478,8.9,4254.2
515,8.8,4532.0
768,8.9,6835.200000000001
254,7.4,1879.6
521,7.6,3959.6
433,7.6,3290.8
592,8.9,5268.8
317,7.6,2409.2
674,7.9,5324.6
465,8.8,4092.000000000001
554,9.1,5041.4
551,9.3,5124.3
510,8.1,4131.0
477,8.2,3911.4
353,8.1,2859.3
393,8.3,3261.9
291,7.6,2211.6
419,8.1,3393.9
804,9.2,7396.799999999999
564,7.7,4342.8
758,7.9,5988.2
587,8.1,4754.7
692,8.1,5605.2
479,7.9,3784.1
535,8.5,4547.5
725,9.2,6669.999999999999
388,8.8,3414.4
314,9.3,2920.2000000000003
468,7.8,3650.4
579,7.9,4574.1
424,9.1,3858.4
617,8.9,5491.3
581,8.7,5054.7
500,9.3,4650.0
372,8.1,3013.2
516,7.6,3921.6
659,7.8,5140.2
554,9.3,5152.200000000001
504,8.2,4132.799999999999
550,7.6,4180.0
258,9.1,2347.8
466,8.4,3914.4
418,8.9,3720.2
373,7.6,2834.8
739,9.2,6798.799999999999
407,7.6,3093.2
237,8.4,1990.8
644,7.7,4958.8
521,8.2,4272.2
439,8.3,3643.7
334,7.4,2471.6
562,8.1,4552.2
323,8.7,2810.1
729,8.2,5977.799999999999
411,7.8,3205.8
584,9.1,5314.4
654,7.4,4839.6
415,8.1,3361.5
667,7.8,5202.599999999999
613,8.8,5394.400000000001
633,8.8,5570.400000000001
432,7.4,3196.8
687,7.6,5221.2
694,8.7,6037.799999999999
390,7.4,2886.0
465,8.4,3906.0
486,8.2,3985.2
684,8.8,6019.200000000001
279,9.3,2594.7000000000003
729,8.7,6342.299999999999
387,8.1,3134.7
453,8.9,4031.7
665,8.1,5386.5
395,8.4,3318.0
395,9.3,3673.500000000001
637,8.8,5605.6
548,8.9,4877.2
388,9.2,3569.6
586,9.2,5391.2
652,8.2,5346.4
597,9.3,5552.1
515,7.8,4017.0
562,7.8,4383.599999999999
264,8.1,2138.4
499,9.1,4540.9
293,8.4,2461.2000000000003
250,7.8,1950.0
781,7.9,6169.900000000001
614,8.4,5157.6
885,7.7,6814.5
516,8.1,4179.599999999999
553,9.2,5087.599999999999
729,7.8,5686.2
381,8.5,3238.5
425,8.1,3442.5
703,7.4,5202.2
327,8.3,2714.1000000000004
409,8.4,3435.6000000000004
356,7.6,2705.6
679,7.7,5228.3
322,9.3,2994.6000000000004
551,7.6,4187.599999999999
400,7.4,2960.0
365,8.8,3212.0000000000005
490,8.2,4018.0
447,7.8,3486.6
362,9.2,3330.4
655,7.9,5174.5
425,7.7,3272.5
767,7.4,5675.8
575,8.8,5060.0
434,8.1,3515.4
632,9.1,5751.2
486,7.8,3790.8
431,7.7,3318.7000000000003
741,8.2,6076.2
177,7.8,1380.6
463,7.6,3518.8
417,7.6,3169.2
302,8.7,2627.4
331,8.8,2912.8
676,7.4,5002.400000000001
320,7.9,2528.0
554,8.3,4598.200000000001
326,7.9,2575.4
438,8.3,3635.4
610,7.9,4819.0
544,9.2,5004.799999999999
489,9.3,4547.700000000001
603,8.1,4884.3
364,8.9,3239.6
264,8.5,2244.0
540,7.6,4104.0
667,9.2,6136.4
509,8.8,4479.200000000001
548,9.1,4986.8
584,7.6,4438.4
461,8.7,4010.7
483,8.8,4250.400000000001
311,8.5,2643.5
434,9.2,3992.8
511,8.7,4445.7
376,8.1,3045.6
481,8.2,3944.2
430,7.7,3311.0
570,9.1,5187.0
494,8.8,4347.200000000001
426,8.7,3706.2
318,8.1,2575.8
306,8.8,2692.8
377,8.4,3166.8
627,8.9,5580.3
357,8.9,3177.3
279,8.9,2483.1
549,8.8,4831.200000000001
241,8.7,2096.7
714,7.6,5426.4
486,9.2,4471.2
597,8.4,5014.8
603,9.3,5607.900000000001
616,9.2,5667.2
187,8.9,1664.3
405,7.4,2997.0
344,7.8,2683.2
648,8.2,5313.599999999999
469,8.3,3892.7
350,9.3,3255.0000000000005
529,7.9,4179.1
406,8.7,3532.2
387,9.2,3560.4
392,8.3,3253.6000000000004
494,8.7,4297.799999999999
538,8.1,4357.8
355,9.2,3265.9999999999995
496,9.1,4513.599999999999
247,8.9,2198.3
489,8.1,3960.9
561,8.9,4992.900000000001
453,7.6,3442.8
529,8.5,4496.5
613,9.2,5639.599999999999
572,8.4,4804.8
668,8.2,5477.599999999999
358,8.4,3007.2000000000003
756,8.4,6350.400000000001
791,8.9,7039.900000000001
230,9.3,2139.0
683,8.3,5668.900000000001
472,8.2,3870.4
329,9.3,3059.7000000000003
363,7.4,2686.2000000000003
685,8.8,6028.000000000001
476,9.1,4331.599999999999
571,7.8,4453.8
813,8.5,6910.5
451,7.4,3337.4
412,8.4,3460.8
481,8.9,4280.900000000001
539,8.9,4797.1
486,8.4,4082.4
658,8.2,5395.599999999999
256,8.4,2150.4
660,9.2,6071.999999999999
528,8.9,4699.2
306,8.1,2478.6
414,7.8,3229.2
512,9.1,4659.2
401,7.4,2967.4
466,7.4,3448.4
507,8.5,4309.5
374,9.2,3440.8
548,7.9,4329.2
697,7.7,5366.900000000001
320,7.4,2368.0
526,7.7,4050.2
383,8.3,3178.9
438,9.2,4029.6
334,7.8,2605.2
492,9.1,4477.2
474,8.9,4218.6
369,8.4,3099.6
568,7.9,4487.2
551,7.8,4297.8
396,8.7,3445.2
465,9.2,4278.0
596,9.3,5542.8
422,7.7,3249.4
794,7.7,6113.8
745,8.4,6258.0
651,9.2,5989.2
408,8.9,3631.2
417,8.2,3419.4
393,8.1,3183.3
444,8.2,3640.8
647,7.6,4917.2
733,8.3,6083.900000000001
595,8.7,5176.5
616,8.1,4989.599999999999
383,7.4,2834.2000000000003
366,8.1,2964.6
331,7.9,2614.9
736,8.3,6108.8
475,9.1,4322.5
190,8.9,1691.0
570,8.3,4731.0
606,9.1,5514.599999999999
315,7.4,2331.0
502,9.1,4568.2
251,8.9,2233.9
539,8.4,4527.6
446,9.3,4147.8
514,8.1,4163.4
500,9.2,4600.0
737,7.7,5674.900000000001
351,9.1,3194.1
399,8.2,3271.8
289,8.2,2369.8
355,8.7,3088.4999999999995
340,8.2,2787.9999999999995
616,7.4,4558.400000000001
457,9.3,4250.1
737,7.8,5748.599999999999
649,9.1,5905.9
651,8.3,5403.3
398,8.9,3542.2000000000003
740,9.1,6734.0
428,8.3,3552.4
561,8.1,4544.099999999999
819,9.3,7616.700000000001
267,8.2,2189.4
260,8.3,2158.0
409,9.2,3762.8
477,7.8,3720.6
274,8.2,2246.8
446,8.3,3701.8
702,9.3,6528.6
709,8.4,5955.6
774,9.1,7043.4
565,8.9,5028.5
582,8.4,4888.8
724,8.7,6298.799999999999
402,8.7,3497.4
577,7.8,4500.599999999999
592,9.2,5446.4
800,7.8,6240.0
633,8.9,5633.7
747,9.1,6797.7
439,7.6,3336.4
420,9.1,3822.0
412,7.4,3048.8
571,8.2,4682.2
615,8.9,5473.5
694,7.9,5482.6
807,7.6,6133.2
632,7.9,4992.8
696,8.1,5637.599999999999
630,8.7,5481.0
297,8.7,2583.9
494,9.3,4594.200000000001
310,9.1,2821.0
291,8.2,2386.2
273,9.2,2511.6
564,8.8,4963.200000000001
498,7.4,3685.2
384,8.8,3379.2000000000003
306,7.9,2417.4
823,9.1,7489.299999999999
570,8.4,4788.0
361,8.8,3176.8
276,8.8,2428.8
369,8.7,3210.3
652,8.7,5672.4
633,8.5,5380.5
592,8.1,4795.2
617,8.4,5182.8
426,7.9,3365.4
432,9.3,4017.6
514,7.9,4060.6
601,9.1,5469.099999999999
559,8.4,4695.6
454,8.4,3813.6
678,7.7,5220.6
382,7.8,2979.6
459,8.5,3901.5
609,7.4,4506.6
504,7.4,3729.6
414,7.4,3063.6000000000004
690,7.4,5106.0
788,7.8,6146.4
637,9.2,5860.4
252,8.9,2242.8
371,8.2,3042.2
307,8.8,2701.6000000000004
509,7.4,3766.6
494,8.5,4199.0
645,8.8,5676.000000000001
484,7.4,3581.6000000000004
451,8.7,3923.7
720,7.7,5544.0
680,8.4,5712.0
446,9.2,4103.2
646,8.7,5620.2
631,8.5,5363.5
617,7.9,4874.3
452,8.3,3751.6
591,7.4,4373.400000000001
641,7.9,5063.900000000001
482,8.2,3952.4
642,8.5,5457.0
645,9.1,5869.5
552,8.1,4471.2
475,7.7,3657.5
589,9.3,5477.700000000001
768,8.1,6220.799999999999
360,8.9,3204.0
716,8.9,6372.400000000001
454,9.3,4222.200000000001
355,7.9,2804.5
472,8.4,3964.8
242,7.8,1887.6
611,9.3,5682.3
469,8.1,3798.9
518,7.8,4040.4
356,8.4,2990.4
428,8.5,3638.0
359,8.2,2943.8
664,8.7,5776.799999999999
341,7.9,2693.9
478,9.2,4397.599999999999
491,7.6,3731.6
393,7.6,2986.8
719,9.3,6686.700000000001
498,7.9,3934.2
420,8.3,3486.0000000000005
544,9.1,4950.4
207,8.5,1759.5
321,8.1,2600.1
641,7.6,4871.599999999999
397,7.6,3017.2
447,8.7,3888.9
534,8.4,4485.6
322,7.6,2447.2
635,8.1,5143.5
443,8.3,3676.9
337,8.7,2931.9
520,8.3,4316.0
748,7.4,5535.2
540,8.9,4806.0
467,7.8,3642.6
318,7.4,2353.2000000000003
777,9.3,7226.1
448,8.7,3897.6
734,7.7,5651.8
800,8.4,6720.0
638,8.1,5167.8
694,8.2,5690.799999999999
382,7.6,2903.2
639,9.1,5814.9
646,8.3,5361.8
347,8.5,2949.5
487,8.7,4236.9
536,7.6,4073.6
450,8.1,3645.0
647,8.2,5305.4
616,8.8,5420.8
338,9.3,3143.4
408,8.1,3304.8
518,7.7,3988.6
680,8.7,5915.999999999999
781,8.9,6950.900000000001
491,8.1,3977.1
600,7.7,4620.0
732,7.9,5782.8
481,7.8,3751.8
262,8.9,2331.8
559,8.1,4527.9
638,9.1,5805.8
725,7.4,5365.0
515,7.9,4068.5
423,8.2,3468.6
352,7.8,2745.6
390,8.3,3237.0000000000005
612,7.8,4773.599999999999
487,8.9,4334.3
755,8.7,6568.499999999999
561,8.7,4880.7
672,8.9,5980.8
791,8.3,6565.3
423,7.8,3299.4
511,9.2,4701.2
269,7.4,1990.6
717,7.4,5305.8
852,9.1,7753.2
313,7.4,2316.2000000000003
741,9.1,6743.099999999999
708,7.7,5451.6
475,8.1,3847.5
762,7.9,6019.8
404,9.3,3757.2
305,8.9,2714.5
664,7.7,5112.8
670,9.3,6231.000000000001
548,8.8,4822.400000000001
488,8.2,4001.6
764,9.1,6952.4
482,8.5,4097.0
521,8.5,4428.5
798,7.8,6224.4
514,7.4,3803.6
609,9.1,5541.9
411,9.3,3822.3
567,7.7,4365.900000000001
298,8.1,2413.8
399,7.9,3152.1000000000004
402,7.7,3095.4
518,9.2,4765.599999999999
858,7.7,6606.6
463,7.7,3565.1
421,8.3,3494.3
341,7.7,2625.7000000000003
404,9.1,3676.4
528,7.9,4171.2
365,9.3,3394.5000000000005
649,8.2,5321.799999999999
729,7.6,5540.4
372,8.3,3087.6000000000004
453,8.1,3669.3
566,8.7,4924.2
450,9.1,4095.0
484,8.8,4259.200000000001
286,7.7,2202.2000000000003
444,9.3,4129.200000000001
600,7.9,4740.0
637,7.4,4713.8
506,8.3,4199.8
575,7.9,4542.5
674,8.2,5526.799999999999
434,8.3,3602.2000000000003
724,8.8,6371.200000000001
201,8.1,1628.1
642,8.4,5392.8
356,8.1,2883.6
505,7.8,3939.0
627,7.7,4827.900000000001
476,7.4,3522.4
609,9.2,5602.799999999999
340,8.3,2822.0000000000005
604,9.3,5617.200000000001
474,8.3,3934.2
335,8.5,2847.5
745,9.1,6779.5
155,7.7,1193.5
425,8.9,3782.5
427,7.7,3287.9
668,7.4,4943.2
642,8.8,5649.6
210,8.1,1701.0
325,9.3,3022.5000000000005
408,8.3,3386.4
547,7.6,4157.2
547,9.1,4977.7
649,7.4,4802.6
498,7.6,3784.8
293,9.1,2666.3
377,9.2,3468.4
481,7.6,3655.6
781,9.2,7185.2
520,8.7,4524.0
430,8.2,3525.9999999999995
486,7.9,3839.4
574,7.8,4477.2
372,8.9,3310.8
650,9.3,6045.000000000001
353,7.4,2612.2000000000003
779,7.4,5764.6
426,7.6,3237.6
195,7.6,1482.0
520,8.9,4628.0
654,7.6,4970.4
337,9.2,3100.4
346,9.1,3148.6
408,7.6,3100.8
464,7.9,3665.6
583,8.2,4780.599999999999
750,7.9,5925.0
771,8.9,6861.900000000001
372,7.8,2901.6
745,7.4,5513.0
318,7.8,2480.4
613,8.7,5333.099999999999
441,7.4,3263.4
540,8.5,4590.0
407,9.2,3744.4
698,8.3,5793.400000000001
362,8.9,3221.8
591,8.1,4787.099999999999
148,8.3,1228.4
757,7.6,5753.2
429,7.8,3346.2
793,8.2,6502.599999999999
424,8.2,3476.8
721,8.7,6272.7
349,8.1,2826.9
387,8.9,3444.3
693,7.4,5128.2
327,8.1,2648.7
611,8.9,5437.900000000001
644,8.2,5280.799999999999
564,8.1,4568.4
243,8.5,2065.5
754,9.1,6861.4
309,7.8,2410.2
476,8.2,3903.2
865,8.9,7698.5
433,8.8,3810.4
463,8.8,4074.400000000001
293,7.8,2285.4
385,7.6,2926.0
724,7.9,5719.6
677,8.3,5619.1
573,7.8,4469.4
401,8.8,3528.8
792,8.3,6573.6
524,8.4,4401.6
583,8.1,4722.3
379,7.9,2994.1
377,7.6,2865.2
461,9.2,4241.2
666,8.9,5927.400000000001
498,7.8,3884.4
499,8.1,4041.9
650,7.7,5005.0
557,7.8,4344.599999999999
663,8.8,5834.400000000001
264,9.2,2428.8
587,9.2,5400.4
563,9.2,5179.599999999999
651,8.2,5338.2
329,8.5,2796.5
382,7.7,2941.4
450,7.8,3510.0
590,7.9,4661.0
422,8.8,3713.6
716,8.1,5799.599999999999
646,8.8,5684.8
454,8.8,3995.2
304,7.9,2401.6
498,8.8,4382.400000000001
344,8.2,2820.8
439,9.1,3994.9
502,7.4,3714.8
565,8.5,4802.5
411,7.6,3123.6
358,8.2,2935.6
356,8.7,3097.2
719,9.1,6542.9
547,7.4,4047.8
655,8.1,5305.5
542,7.8,4227.599999999999
349,7.9,2757.1
368,7.8,2870.4
454,8.9,4040.6
359,7.4,2656.6
404,9.2,3716.8
510,7.7,3927.0
648,8.1,5248.8
665,8.8,5852.000000000001
710,9.1,6461.0
343,8.9,3052.7000000000003
451,7.8,3517.8
373,9.2,3431.6
349,8.5,2966.5
765,8.5,6502.5
276,8.9,2456.4
577,8.7,5019.9
682,8.8,6001.6
533,8.7,4637.099999999999
316,9.1,2875.6
450,8.2,3690.0
482,8.8,4241.6
695,8.4,5838.0
663,9.1,6033.3
162,7.6,1231.2
370,7.8,2886.0
656,9.1,5969.599999999999
358,8.5,3043.0
686,8.7,5968.2
278,7.6,2112.8
351,8.7,3053.7
767,7.6,5829.2
652,8.8,5737.6
407,9.3,3785.1
699,9.3,6500.700000000001
312,8.8,2745.6000000000004
289,9.2,2658.8
686,9.3,6379.8
347,8.8,3053.6000000000004
362,7.4,2678.8
581,9.3,5403.3
865,8.7,7525.499999999999
684,7.6,5198.4
392,8.2,3214.4
396,7.9,3128.4
549,9.1,4995.9
695,7.6,5282.0
347,9.3,3227.1000000000004
607,7.6,4613.2
549,7.8,4282.2
677,7.6,5145.2
710,8.8,6248.000000000001
582,8.2,4772.4
455,8.1,3685.5
485,8.7,4219.5
344,7.4,2545.6
536,7.7,4127.2
795,8.1,6439.5
604,7.8,4711.2
522,9.2,4802.4
564,8.2,4624.799999999999
547,8.4,4594.8
441,8.2,3616.2
632,7.7,4866.400000000001
519,7.8,4048.2
685,8.9,6096.5
394,7.9,3112.6000000000004
737,8.1,5969.7
635,7.6,4826.0
332,9.3,3087.6000000000004
306,9.3,2845.8
307,8.7,2670.9
666,8.4,5594.400000000001
259,7.6,1968.4
309,8.7,2688.3
377,8.2,3091.4
513,7.7,3950.1
418,7.8,3260.4
720,7.9,5688.0
407,8.2,3337.4
416,9.3,3868.8
281,7.6,2135.6
736,8.7,6403.2
609,8.4,5115.6
349,9.3,3245.7000000000003
303,8.7,2636.1
759,7.6,5768.4
497,7.4,3677.8
509,9.2,4682.799999999999
631,9.3,5868.3
155,7.4,1147.0
645,8.4,5418.0
278,8.1,2251.8
547,8.9,4868.3
432,8.4,3628.8
462,7.9,3649.8
324,7.8,2527.2
252,9.2,2318.4
469,7.9,3705.1
249,9.3,2315.7000000000003
436,8.7,3793.2
628,7.4,4647.2
571,8.1,4625.099999999999
610,8.1,4941.0
386,8.4,3242.4
663,8.2,5436.599999999999
352,8.3,2921.6000000000004
476,8.9,4236.400000000001
262,8.8,2305.6000000000004
287,8.4,2410.8
306,8.3,2539.8
616,8.2,5051.2
745,9.2,6853.999999999999
712,8.9,6336.8
498,8.9,4432.2
303,8.1,2454.3
455,8.8,4004.000000000001
382,8.7,3323.4
298,9.3,2771.4
503,9.1,4577.3
354,8.7,3079.8
638,8.8,5614.400000000001
733,8.9,6523.7
498,8.4,4183.2
343,9.1,3121.3
680,8.3,5644.000000000001
675,7.6,5130.0
346,7.4,2560.4
438,8.1,3547.8
370,7.9,2923.0
858,8.7,7464.599999999999
650,8.5,5525.0
265,8.2,2173.0
715,8.4,6006.0
530,7.6,4028.0
571,8.7,4967.7
411,9.1,3740.1
733,7.6,5570.8
565,8.3,4689.5
445,8.2,3649.0
503,8.8,4426.400000000001
575,8.2,4715.0
228,8.8,2006.4
402,7.9,3175.8
671,8.2,5502.2
265,8.9,2358.5
200,7.7,1540.0
327,7.4,2419.8
749,8.8,6591.200000000001
293,9.2,2695.6
907,8.5,7709.5
789,8.4,6627.6
615,7.7,4735.5
662,7.6,5031.2
666,9.1,6060.599999999999
559,8.3,4639.700000000001
630,7.6,4788.0
543,9.2,4995.599999999999
379,7.4,2804.6
487,7.8,3798.6
453,9.1,4122.3
538,9.1,4895.8
295,8.2,2419.0
590,9.3,5487.0
415,8.8,3652.000000000001
405,7.6,3078.0
568,8.4,4771.2
616,8.7,5359.2
539,9.2,4958.799999999999
341,8.4,2864.4
433,8.3,3593.9
537,7.6,4081.2
738,8.1,5977.8
563,8.8,4954.400000000001
479,7.7,3688.3
610,7.4,4514.0
481,9.3,4473.3
769,9.1,6997.9
304,9.3,2827.2000000000003
577,8.4,4846.8
578,9.1,5259.8
421,7.4,3115.4
687,8.8,6045.6
511,8.1,4139.099999999999
507,9.3,4715.1
246,8.7,2140.2
352,7.9,2780.8
323,8.2,2648.6
662,7.4,4898.8
246,7.8,1918.8
696,8.5,5916.0
430,8.4,3612.0
693,9.3,6444.900000000001
660,8.8,5808.000000000001
643,7.9,5079.7
372,8.4,3124.8
362,9.1,3294.2
731,7.7,5628.7
663,8.4,5569.2
534,7.6,4058.4
503,8.2,4124.599999999999
452,8.4,3796.8
621,8.2,5092.2
384,7.7,2956.8
384,8.5,3264.0
441,9.3,4101.3
193,7.7,1486.1
512,7.8,3993.6
693,8.3,5751.900000000001
611,7.4,4521.400000000001
370,7.6,2812.0
650,7.8,5070.0
674,8.4,5661.6
629,8.7,5472.299999999999
492,7.9,3886.8
338,8.1,2737.8
670,8.7,5828.999999999999
433,7.7,3334.1
477,8.9,4245.3
456,8.7,3967.2
668,9.2,6145.599999999999
354,8.1,2867.4
391,8.8,3440.8
599,8.1,4851.9
361,7.8,2815.8
506,9.3,4705.8
325,8.3,2697.5000000000005
392,8.1,3175.2
643,8.4,5401.2
585,9.2,5382.0
621,7.8,4843.8
699,9.2,6430.799999999999
627,8.1,5078.7
551,8.7,4793.7
533,8.4,4477.2
307,7.7,2363.9
442,7.4,3270.8
681,8.5,5788.5
625,8.7,5437.5
534,7.8,4165.2
341,9.1,3103.1
354,8.8,3115.2000000000003
642,9.3,5970.6
417,9.1,3794.7
377,7.9,2978.3
769,7.9,6075.1
387,8.2,3173.4
664,7.8,5179.2
471,7.8,3673.8
762,9.2,7010.4
542,7.4,4010.8
422,8.9,3755.8
778,7.7,5990.6
577,8.3,4789.1
458,9.3,4259.400000000001
440,9.1,4004.0
638,8.7,5550.599999999999
442,9.3,4110.6
378,8.7,3288.6
457,8.7,3975.9
516,8.4,4334.400000000001
405,9.1,3685.5
448,8.3,3718.400000000001
353,7.7,2718.1
669,8.9,5954.1
301,7.7,2317.7000000000003
303,7.9,2393.7000000000003
440,9.3,4092.000000000001
536,8.7,4663.2
718,7.6,5456.8
519,8.5,4411.5
673,8.7,5855.099999999999
434,8.8,3819.2
654,9.2,6016.799999999999
321,7.9,2535.9
457,7.7,3518.9
488,9.1,4440.8
315,8.1,2551.5
664,8.8,5843.200000000001
578,8.7,5028.599999999999
732,9.2,6734.4
608,7.9,4803.2
364,8.8,3203.2000000000003
368,8.1,2980.8
686,7.4,5076.400000000001
743,8.1,6018.3
341,8.3,2830.3
835,9.2,7681.999999999999
331,7.7,2548.7000000000003
516,7.4,3818.4
559,8.5,4751.5
736,7.9,5814.400000000001
670,8.8,5896.000000000001
329,8.3,2730.7000000000003
654,9.1,5951.4
299,9.3,2780.7000000000003
364,8.2,2984.8
620,9.1,5642.0
407,8.3,3378.1000000000004
450,7.7,3465.0
